State,Season,Soil_Type,Soil_pH,Nitrogen,Phosphorus,Potassium,Rainfall_mm,Temperature_C,Humidity_percent,Irrigation_Type,Previous_Crop,Area_hectare,Crop,Yield_ton_per_hectare
Delhi,Kharif,Alluvial,6.18,139,33,91,358,10.69,48,Drip,Soybean,5.23,Rice,4.79
Uttarakhand,Rabi,Alluvial,5.73,128,85,39,1197,16.3,65,Rainfed,Onion,5.41,Soybean,4.84
Himachal Pradesh,Kharif,Red,6.48,82,56,66,1219,18.98,62,Rainfed,Arhar,4.5,Soybean,5.12
Chhattisgarh,Rabi,Sandy,7.41,66,24,56,277,32.42,68,Drip,Bajra,5.93,Groundnut,1.34
Himachal Pradesh,Rabi,Black,6.59,69,12,116,453,27.59,35,Drip,Bajra,5.42,Sugarcane,3.77
Punjab,Rabi,Clay,6.4,54,55,78,248,23.06,34,Tube Well,Rice,7.21,Masoor,2.39
Jammu and Kashmir,Zaid,Red,8.21,148,33,66,811,32.97,83,Rainfed,Arhar,2.64,Bajra,5.27
Jammu and Kashmir,Rabi,Alluvial,5.89,76,40,93,1184,38.7,59,Sprinkler,Mustard,3.19,Bajra,3.91
Uttarakhand,Kharif,Loamy,7.86,99,25,115,404,18.04,38,Sprinkler,Cotton,5.13,Arhar,2.93
Uttar Pradesh,Kharif,Sandy,5.6,103,91,116,395,19.46,56,Sprinkler,Soybean,3.8,Potato,4.92
Madhya Pradesh,Kharif,Red,7.18,139,23,66,364,39.44,47,Tube Well,Onion,1.88,Jowar,4.51
Himachal Pradesh,Kharif,Black,7.68,68,28,124,1052,28.26,86,Tube Well,Rice,2.24,Wheat,3.96
Himachal Pradesh,Zaid,Sandy,7.55,52,90,70,772,35.8,87,Tube Well,Gram,5.65,Moong,4.19
Bihar,Zaid,Alluvial,7.88,36,79,107,1041,14.97,31,Drip,Potato,6.81,Cotton,4.42
Punjab,Zaid,Black,8.09,144,48,95,787,11.87,69,Rainfed,Onion,1.56,Soybean,5.44
Jharkhand,Zaid,Alluvial,6.57,118,73,72,760,16.04,36,Rainfed,Moong,8.79,Onion,7.06
Chhattisgarh,Zaid,Sandy,7.76,139,94,88,827,36.12,56,Sprinkler,Pea,9.49,Groundnut,6.62
Uttar Pradesh,Zaid,Sandy,7.18,47,35,122,646,26.58,85,Canal,Rice,4.91,Arhar,3.97
Chhattisgarh,Rabi,Alluvial,6.99,25,48,32,800,21.92,72,Tube Well,Onion,7.87,Sugarcane,4.02
Uttarakhand,Rabi,Loamy,8.39,31,83,17,707,33.79,65,Rainfed,Arhar,3.13,Rice,3.8
Himachal Pradesh,Kharif,Sandy,6.09,123,91,51,1027,30.88,41,Canal,Jowar,2.08,Gram,4.55
Uttar Pradesh,Zaid,Red,7.34,128,12,36,239,25.21,57,Sprinkler,Gram,2.42,Rice,2.45
Madhya Pradesh,Rabi,Sandy,6.82,129,28,41,848,34.11,75,Canal,Barley,3.54,Cotton,5.44
Uttar Pradesh,Zaid,Black,8.47,128,30,22,1385,14.98,67,Tube Well,Wheat,9.81,Pea,4.4
Madhya Pradesh,Rabi,Loamy,7.56,116,77,34,1129,16.29,34,Drip,Maize,9.75,Groundnut,6.16
Jharkhand,Rabi,Alluvial,6.51,28,59,143,410,32.79,86,Drip,Groundnut,4.98,Rice,3.28
Jharkhand,Rabi,Sandy,6.57,95,39,30,355,34.78,62,Canal,Wheat,2.78,Barley,4.59
Uttar Pradesh,Kharif,Black,5.93,60,60,91,1298,29.53,77,Canal,Jowar,5.98,Groundnut,5.87
Madhya Pradesh,Kharif,Loamy,8.03,110,44,42,923,32.18,63,Tube Well,Sugarcane,3.59,Maize,5.23
Haryana,Zaid,Sandy,7.56,66,48,133,200,35.11,52,Rainfed,Sugarcane,1.23,Groundnut,4.36
Jammu and Kashmir,Rabi,Clay,6.15,40,66,126,1148,29.59,43,Sprinkler,Maize,9.08,Onion,4.54
Jharkhand,Kharif,Alluvial,6.2,118,86,124,845,30.12,52,Drip,Masoor,2.11,Onion,4.62
Punjab,Zaid,Alluvial,6.18,91,71,44,795,10.54,69,Drip,Mustard,7.53,Maize,3.08
Rajasthan,Rabi,Black,8.25,102,60,140,1498,34.15,49,Tube Well,Maize,9.83,Cotton,7.71
Uttarakhand,Kharif,Sandy,7.38,140,28,129,1133,13.61,65,Canal,Soybean,1.42,Mustard,8.64
Bihar,Rabi,Clay,6.23,83,42,129,1019,19.04,40,Sprinkler,Arhar,1.21,Rice,5.98
Uttar Pradesh,Rabi,Black,7.3,87,17,11,1350,28.79,45,Sprinkler,Wheat,2.78,Gram,3.77
Jammu and Kashmir,Kharif,Clay,7.88,31,44,20,693,35.67,50,Tube Well,Groundnut,1.1,Masoor,2.77
Bihar,Zaid,Clay,5.84,87,44,74,1231,25.52,76,Tube Well,Pea,1.28,Mustard,6.19
Bihar,Zaid,Black,8.23,66,24,114,858,36.78,58,Sprinkler,Soybean,2.12,Potato,3.84
Chhattisgarh,Kharif,Black,7.87,74,80,101,739,17.03,41,Canal,Potato,5.13,Barley,5.37
Jharkhand,Zaid,Sandy,7.46,110,64,114,1310,22.21,51,Drip,Cotton,2.92,Mustard,6.25
Jammu and Kashmir,Zaid,Sandy,5.64,143,74,102,952,28.68,43,Rainfed,Sugarcane,6.3,Arhar,4.01
Bihar,Rabi,Red,6.34,75,58,58,1080,16.57,72,Rainfed,Moong,8.52,Masoor,4.47
Uttar Pradesh,Rabi,Black,6.82,81,63,135,432,21.91,66,Canal,Sugarcane,3.2,Masoor,2.89
Delhi,Kharif,Red,7.95,40,60,68,382,36.23,42,Sprinkler,Sugarcane,6.92,Onion,2.6
Madhya Pradesh,Rabi,Loamy,8.29,64,10,117,218,22.33,37,Sprinkler,Jowar,6.87,Cotton,1.8
Uttarakhand,Zaid,Black,6.27,64,99,112,1187,34.64,37,Tube Well,Wheat,8.7,Cotton,5.52
Chhattisgarh,Rabi,Loamy,7.5,146,45,91,684,13.63,57,Drip,Pea,5.72,Gram,6.2
Punjab,Zaid,Black,8.2,95,24,50,1158,29.38,39,Drip,Soybean,3.94,Maize,4.38
Delhi,Rabi,Black,7.41,137,82,130,970,31.72,56,Tube Well,Gram,7.54,Potato,7.02
Haryana,Rabi,Loamy,7.09,113,49,11,1304,30.85,41,Canal,Potato,3.3,Pea,8.35
Uttarakhand,Zaid,Red,5.63,81,58,136,422,24.0,53,Canal,Arhar,6.7,Onion,3.52
Himachal Pradesh,Rabi,Black,8.04,126,27,108,574,26.28,67,Canal,Sugarcane,8.0,Bajra,6.03
Madhya Pradesh,Rabi,Loamy,7.97,98,50,72,222,19.57,77,Canal,Wheat,0.62,Barley,3.14
Delhi,Kharif,Alluvial,6.61,137,42,43,639,14.97,36,Tube Well,Mustard,1.85,Potato,4.57
Delhi,Zaid,Sandy,5.96,145,20,58,1080,30.31,34,Rainfed,Rice,5.55,Barley,6.2
Punjab,Zaid,Alluvial,8.03,84,40,141,1036,16.85,53,Rainfed,Mustard,5.3,Sugarcane,5.14
Jammu and Kashmir,Rabi,Loamy,5.62,126,73,60,461,32.69,44,Drip,Potato,5.13,Moong,4.86
Bihar,Rabi,Sandy,5.89,141,46,133,1258,36.65,33,Rainfed,Gram,9.95,Barley,5.94
Uttarakhand,Rabi,Sandy,7.32,145,26,118,1207,33.21,34,Canal,Cotton,1.96,Barley,6.82
Bihar,Zaid,Alluvial,7.16,128,95,62,542,23.21,71,Tube Well,Gram,8.35,Wheat,4.75
Punjab,Zaid,Alluvial,7.02,146,30,53,338,26.73,80,Rainfed,Moong,2.07,Maize,5.12
Jammu and Kashmir,Kharif,Clay,7.25,144,22,120,1065,24.67,80,Drip,Arhar,7.93,Masoor,5.51
Madhya Pradesh,Zaid,Black,6.48,38,46,94,719,11.18,46,Sprinkler,Groundnut,7.25,Potato,4.63
Uttar Pradesh,Zaid,Alluvial,8.22,83,20,63,1363,11.14,83,Canal,Onion,8.01,Jowar,4.98
Uttarakhand,Rabi,Clay,6.33,65,21,79,1082,23.88,77,Canal,Onion,1.39,Masoor,3.89
Jammu and Kashmir,Rabi,Alluvial,7.76,89,64,111,1439,23.24,56,Canal,Arhar,5.36,Sugarcane,9.06
Uttarakhand,Zaid,Sandy,8.1,101,60,13,1102,38.68,77,Canal,Barley,9.96,Maize,4.43
Himachal Pradesh,Rabi,Loamy,5.68,100,90,122,936,36.79,48,Tube Well,Gram,3.46,Barley,6.67
Jharkhand,Zaid,Red,8.29,86,63,147,519,18.98,45,Rainfed,Groundnut,8.29,Potato,5.32
Chhattisgarh,Rabi,Red,6.5,54,65,39,256,33.8,64,Drip,Mustard,9.98,Potato,3.66
Chhattisgarh,Zaid,Black,6.38,86,74,45,224,28.99,44,Tube Well,Masoor,1.86,Pea,3.93
Bihar,Rabi,Alluvial,7.76,147,82,136,456,35.38,31,Rainfed,Pea,1.49,Mustard,7.6
Chhattisgarh,Kharif,Red,6.34,23,39,111,1298,20.46,32,Drip,Mustard,6.5,Rice,3.72
Delhi,Zaid,Sandy,7.23,53,54,70,282,25.68,45,Drip,Moong,6.98,Mustard,2.88
Delhi,Zaid,Sandy,5.94,32,65,120,707,35.9,32,Canal,Sugarcane,8.13,Cotton,2.08
Punjab,Rabi,Alluvial,8.29,145,64,36,932,27.5,68,Canal,Sugarcane,2.65,Sugarcane,5.52
Punjab,Kharif,Loamy,7.31,72,28,66,925,15.64,84,Drip,Bajra,5.28,Moong,4.24
Bihar,Zaid,Red,6.85,29,81,63,859,30.48,43,Rainfed,Gram,4.9,Moong,3.3
Jammu and Kashmir,Kharif,Black,6.37,49,72,13,1428,37.5,37,Rainfed,Pea,3.08,Jowar,3.7
Delhi,Rabi,Alluvial,6.99,53,91,107,1298,18.15,78,Drip,Potato,3.52,Rice,6.09
Bihar,Zaid,Black,5.64,115,95,47,408,11.88,79,Sprinkler,Pea,4.94,Moong,4.32
Jammu and Kashmir,Rabi,Red,6.52,140,73,148,832,20.81,48,Canal,Maize,5.87,Arhar,7.01
Himachal Pradesh,Kharif,Alluvial,8.22,70,22,92,376,21.32,85,Rainfed,Groundnut,9.66,Rice,3.85
Himachal Pradesh,Zaid,Sandy,5.77,79,98,129,1150,10.13,52,Drip,Bajra,2.92,Soybean,5.86
Jammu and Kashmir,Zaid,Black,6.34,30,26,34,732,24.26,48,Sprinkler,Maize,6.62,Sugarcane,2.66
Punjab,Rabi,Clay,5.64,120,57,112,739,35.97,64,Sprinkler,Bajra,4.85,Cotton,4.62
Chhattisgarh,Kharif,Sandy,6.61,143,80,22,409,26.56,65,Sprinkler,Soybean,8.58,Cotton,3.68
Uttarakhand,Zaid,Black,6.14,92,47,63,1151,29.43,65,Rainfed,Moong,6.94,Cotton,3.49
Bihar,Kharif,Loamy,5.91,26,45,27,1226,19.47,73,Canal,Pea,1.0,Groundnut,4.19
Delhi,Kharif,Red,7.55,73,63,74,555,12.56,72,Rainfed,Wheat,3.99,Mustard,2.24
Delhi,Kharif,Clay,8.01,65,22,111,1067,38.47,64,Tube Well,Maize,5.18,Rice,4.49
Haryana,Rabi,Sandy,6.71,36,21,125,740,23.92,65,Drip,Potato,0.9,Moong,5.03
Jammu and Kashmir,Zaid,Black,6.86,35,56,113,897,35.71,83,Tube Well,Maize,0.66,Maize,3.84
Chhattisgarh,Kharif,Alluvial,7.81,52,64,16,955,29.26,41,Canal,Gram,0.51,Potato,4.65
Delhi,Rabi,Alluvial,8.42,130,60,84,975,33.5,54,Sprinkler,Cotton,3.27,Maize,4.23
Himachal Pradesh,Kharif,Alluvial,6.12,78,13,113,394,31.3,58,Sprinkler,Onion,2.84,Rice,4.9
Punjab,Zaid,Clay,6.92,23,99,113,592,17.17,85,Tube Well,Barley,9.92,Barley,4.11
Uttarakhand,Zaid,Clay,7.13,51,37,31,432,16.15,55,Canal,Bajra,2.36,Arhar,3.02
Himachal Pradesh,Kharif,Clay,7.84,64,92,20,660,34.33,69,Drip,Masoor,9.11,Onion,2.77
Rajasthan,Zaid,Loamy,5.99,84,58,61,1325,18.72,89,Canal,Pea,5.62,Cotton,5.47
Bihar,Rabi,Red,7.57,133,14,93,560,23.43,83,Sprinkler,Maize,4.45,Gram,4.25
Bihar,Rabi,Loamy,6.41,34,70,131,476,38.87,35,Drip,Bajra,3.11,Bajra,3.52
Punjab,Zaid,Clay,7.14,22,15,102,719,16.28,72,Sprinkler,Mustard,6.91,Rice,4.43
Haryana,Zaid,Clay,5.91,94,86,59,1062,17.26,35,Canal,Rice,1.53,Arhar,5.31
Haryana,Zaid,Loamy,6.72,109,71,85,1362,23.77,47,Rainfed,Jowar,6.14,Masoor,8.96
Madhya Pradesh,Kharif,Loamy,5.72,137,91,143,1483,34.88,58,Rainfed,Jowar,9.13,Moong,8.29
Uttar Pradesh,Zaid,Loamy,7.77,125,17,105,694,16.96,72,Sprinkler,Jowar,6.83,Arhar,4.83
Rajasthan,Zaid,Clay,5.99,107,95,102,285,28.09,66,Sprinkler,Barley,0.59,Cotton,5.27
Rajasthan,Rabi,Alluvial,6.19,123,75,64,655,34.25,51,Sprinkler,Gram,4.57,Gram,4.92
Punjab,Rabi,Loamy,5.59,127,22,19,939,18.67,85,Canal,Onion,9.91,Cotton,4.23
Jammu and Kashmir,Kharif,Alluvial,7.04,90,76,126,917,28.66,74,Sprinkler,Potato,2.88,Potato,6.63
Bihar,Zaid,Black,7.19,110,91,77,1160,17.21,87,Rainfed,Bajra,8.83,Sugarcane,7.05
Rajasthan,Rabi,Black,6.19,41,50,77,908,31.57,85,Sprinkler,Moong,6.01,Potato,4.41
Uttar Pradesh,Rabi,Loamy,7.05,45,28,118,899,22.9,84,Rainfed,Groundnut,9.49,Bajra,4.08
Bihar,Kharif,Clay,7.84,125,93,125,1332,27.73,70,Tube Well,Barley,3.31,Soybean,8.31
Bihar,Kharif,Loamy,7.28,65,37,77,470,36.38,30,Sprinkler,Moong,4.39,Soybean,3.86
Delhi,Kharif,Alluvial,6.5,43,33,13,489,36.28,52,Drip,Masoor,0.93,Wheat,2.62
Madhya Pradesh,Zaid,Clay,6.37,128,78,104,453,26.4,70,Tube Well,Masoor,0.5,Arhar,6.05
Madhya Pradesh,Zaid,Sandy,5.66,122,47,94,411,16.91,80,Rainfed,Potato,0.99,Onion,1.68
Jammu and Kashmir,Kharif,Alluvial,6.07,95,47,96,505,36.88,66,Canal,Pea,7.27,Barley,3.65
Delhi,Rabi,Clay,6.61,142,56,127,703,32.87,83,Drip,Arhar,6.11,Wheat,6.62
Jharkhand,Rabi,Alluvial,7.48,78,40,41,642,18.07,38,Sprinkler,Arhar,3.05,Cotton,3.29
Jammu and Kashmir,Kharif,Loamy,6.59,67,61,120,352,13.9,66,Canal,Masoor,1.47,Onion,6.25
Jammu and Kashmir,Zaid,Red,7.04,70,45,90,688,23.46,31,Sprinkler,Potato,7.12,Jowar,4.01
Haryana,Zaid,Loamy,8.26,141,48,135,512,18.22,88,Rainfed,Moong,0.99,Masoor,7.08
Bihar,Zaid,Alluvial,5.93,89,15,93,444,35.7,78,Drip,Onion,7.41,Gram,3.92
Jammu and Kashmir,Zaid,Sandy,6.99,34,41,105,1351,37.2,78,Drip,Bajra,0.74,Pea,5.13
Uttar Pradesh,Zaid,Black,8.02,97,67,42,1493,35.3,84,Drip,Rice,2.73,Onion,6.73
Jammu and Kashmir,Rabi,Black,7.14,102,74,36,589,13.55,77,Tube Well,Groundnut,8.1,Maize,5.19
Haryana,Zaid,Clay,7.16,99,52,98,1318,19.29,52,Canal,Maize,3.51,Potato,6.3
Bihar,Rabi,Black,5.71,138,76,123,1214,37.18,47,Rainfed,Groundnut,2.85,Potato,8.27
Jammu and Kashmir,Rabi,Sandy,5.99,132,21,135,530,15.74,41,Sprinkler,Cotton,6.4,Soybean,6.08
Chhattisgarh,Rabi,Black,6.71,137,68,42,249,22.98,48,Tube Well,Pea,6.94,Soybean,3.66
Chhattisgarh,Rabi,Black,5.72,66,48,42,1364,33.55,36,Tube Well,Sugarcane,6.51,Gram,4.19
Punjab,Zaid,Black,7.75,48,33,91,1030,22.96,86,Drip,Cotton,0.61,Soybean,2.72
Jammu and Kashmir,Zaid,Clay,6.85,36,75,15,880,32.14,55,Canal,Onion,6.03,Moong,3.78
Delhi,Zaid,Black,5.72,29,98,44,407,28.92,53,Tube Well,Jowar,6.74,Arhar,1.22
Bihar,Rabi,Alluvial,8.41,58,38,29,752,12.76,73,Canal,Moong,4.85,Gram,2.93
Delhi,Zaid,Sandy,7.42,86,15,36,272,31.2,77,Sprinkler,Soybean,6.04,Arhar,1.76
Chhattisgarh,Kharif,Sandy,7.08,78,11,74,794,13.18,39,Canal,Pea,6.32,Groundnut,2.57
Uttarakhand,Rabi,Alluvial,5.65,132,54,77,1230,17.59,65,Canal,Maize,9.43,Barley,7.44
Jammu and Kashmir,Rabi,Sandy,6.16,92,55,115,1127,30.17,77,Canal,Maize,6.82,Bajra,7.35
Rajasthan,Kharif,Black,6.48,104,34,120,1494,34.52,88,Tube Well,Potato,7.37,Mustard,6.5
Jammu and Kashmir,Rabi,Loamy,5.53,111,26,52,576,30.12,79,Drip,Rice,7.28,Potato,3.91
Himachal Pradesh,Zaid,Red,5.54,82,78,52,1143,37.34,40,Canal,Pea,4.86,Sugarcane,5.45
Uttar Pradesh,Kharif,Sandy,7.7,77,42,84,537,21.17,84,Tube Well,Groundnut,8.47,Rice,4.23
Madhya Pradesh,Zaid,Black,8.3,96,55,140,1069,32.29,85,Tube Well,Masoor,9.88,Wheat,6.11
Haryana,Kharif,Red,6.37,92,15,116,494,18.07,57,Canal,Barley,9.19,Jowar,3.48
Uttarakhand,Kharif,Sandy,8.12,142,69,123,1475,14.33,44,Canal,Arhar,1.11,Wheat,8.86
Delhi,Zaid,Clay,7.97,23,95,144,1074,24.73,33,Rainfed,Barley,2.5,Wheat,5.97
Jharkhand,Kharif,Black,5.53,140,10,111,1261,13.36,58,Drip,Mustard,1.17,Cotton,4.84
Delhi,Zaid,Black,6.06,40,80,118,502,30.55,64,Canal,Mustard,8.16,Moong,5.58
Punjab,Zaid,Alluvial,6.26,80,72,131,251,36.18,74,Rainfed,Pea,3.42,Gram,2.14
Jharkhand,Zaid,Sandy,8.24,115,14,45,821,20.63,71,Sprinkler,Cotton,3.08,Sugarcane,3.24
Uttar Pradesh,Zaid,Black,8.21,25,44,48,861,25.65,34,Rainfed,Maize,6.93,Moong,1.66
Uttar Pradesh,Rabi,Alluvial,8.01,76,95,38,1462,30.21,42,Drip,Soybean,7.36,Arhar,5.52
Haryana,Zaid,Red,6.79,123,94,143,819,25.45,51,Rainfed,Bajra,5.64,Gram,4.42
Himachal Pradesh,Rabi,Sandy,6.54,145,41,131,1219,27.46,63,Tube Well,Pea,5.43,Potato,5.62
Chhattisgarh,Kharif,Loamy,5.67,146,28,127,611,27.16,72,Rainfed,Soybean,5.79,Onion,5.77
Himachal Pradesh,Rabi,Red,6.75,38,76,83,374,32.61,58,Sprinkler,Sugarcane,5.25,Onion,4.37
Uttarakhand,Rabi,Loamy,7.39,67,58,73,1124,23.17,53,Canal,Rice,7.07,Maize,4.75
Himachal Pradesh,Zaid,Sandy,6.12,88,35,58,1230,33.19,68,Tube Well,Barley,4.48,Potato,4.84
Chhattisgarh,Zaid,Loamy,7.18,136,41,35,1367,10.3,57,Drip,Mustard,7.12,Groundnut,5.56
Haryana,Rabi,Alluvial,7.76,112,95,89,624,24.55,80,Tube Well,Jowar,3.21,Potato,6.47
Uttarakhand,Rabi,Clay,7.96,34,12,148,1141,21.63,69,Sprinkler,Barley,0.65,Masoor,7.26
Chhattisgarh,Rabi,Clay,6.34,41,15,113,491,35.44,81,Tube Well,Barley,6.66,Mustard,2.63
Delhi,Rabi,Sandy,7.91,98,29,132,522,16.6,83,Rainfed,Groundnut,7.43,Mustard,3.64
Delhi,Kharif,Red,7.33,81,13,69,1042,29.7,72,Tube Well,Rice,9.33,Sugarcane,5.53
Rajasthan,Zaid,Red,8.03,111,40,133,516,13.11,77,Tube Well,Bajra,1.13,Masoor,4.26
Rajasthan,Zaid,Alluvial,7.8,77,54,71,1006,30.32,81,Canal,Wheat,1.83,Cotton,5.75
Chhattisgarh,Kharif,Red,7.73,90,18,136,419,21.72,87,Sprinkler,Moong,9.13,Arhar,5.43
Haryana,Zaid,Red,7.78,40,73,99,1003,35.58,82,Canal,Groundnut,6.51,Mustard,4.41
Jammu and Kashmir,Rabi,Alluvial,7.65,73,25,17,815,19.41,69,Tube Well,Arhar,6.2,Potato,2.09
Punjab,Zaid,Red,8.08,63,20,89,792,27.54,79,Tube Well,Soybean,4.14,Arhar,4.0
Himachal Pradesh,Rabi,Black,7.89,147,71,47,704,17.92,67,Tube Well,Barley,7.61,Arhar,6.47
Bihar,Kharif,Red,6.18,141,22,109,1102,17.94,68,Rainfed,Maize,7.88,Moong,5.88
Punjab,Kharif,Red,8.45,103,93,37,591,10.93,51,Sprinkler,Potato,0.82,Wheat,5.59
Delhi,Rabi,Red,8.14,98,14,69,1343,35.74,77,Tube Well,Bajra,3.57,Mustard,5.65
Uttar Pradesh,Rabi,Black,8.49,21,17,84,1405,31.21,67,Tube Well,Moong,1.4,Pea,3.29
Punjab,Zaid,Sandy,8.5,62,70,40,1314,34.2,39,Sprinkler,Bajra,0.55,Moong,7.02
Bihar,Zaid,Red,6.41,32,44,57,700,16.96,67,Tube Well,Rice,0.66,Sugarcane,1.8
Jammu and Kashmir,Zaid,Sandy,8.25,119,41,108,714,28.74,50,Drip,Gram,4.32,Soybean,4.21
Jammu and Kashmir,Rabi,Sandy,7.41,38,52,83,772,21.68,49,Tube Well,Cotton,5.91,Pea,3.54
Himachal Pradesh,Kharif,Loamy,8.11,129,64,37,1414,16.35,80,Tube Well,Soybean,4.71,Jowar,7.32
Uttar Pradesh,Zaid,Black,6.88,33,84,41,388,30.24,84,Drip,Barley,8.7,Pea,3.03
Chhattisgarh,Kharif,Red,5.83,94,30,142,770,30.91,70,Canal,Mustard,1.16,Wheat,6.31
Uttar Pradesh,Zaid,Red,7.93,123,85,102,629,15.09,49,Rainfed,Rice,7.01,Soybean,5.9
Madhya Pradesh,Zaid,Black,5.57,78,52,21,1341,30.57,67,Canal,Arhar,5.59,Barley,1.99
Bihar,Kharif,Red,5.96,56,58,75,1075,20.65,51,Rainfed,Pea,7.18,Mustard,4.07
Rajasthan,Kharif,Loamy,5.7,147,93,125,638,36.49,72,Rainfed,Mustard,2.51,Bajra,6.84
Haryana,Zaid,Loamy,6.36,92,44,46,1457,30.74,60,Sprinkler,Mustard,9.75,Masoor,4.75
Delhi,Kharif,Loamy,6.9,114,29,133,1491,34.51,71,Sprinkler,Sugarcane,9.41,Cotton,6.77
Bihar,Zaid,Red,5.71,127,67,43,962,24.07,67,Tube Well,Groundnut,9.45,Pea,4.51
Punjab,Rabi,Sandy,5.72,34,93,140,783,23.19,85,Drip,Soybean,1.98,Pea,4.94
Jharkhand,Kharif,Loamy,6.16,75,69,147,238,20.97,65,Canal,Barley,6.9,Soybean,2.84
Himachal Pradesh,Rabi,Loamy,5.69,120,35,95,1446,33.3,67,Tube Well,Cotton,8.71,Rice,4.19
Himachal Pradesh,Rabi,Red,7.19,115,71,19,1351,14.32,64,Canal,Potato,0.53,Barley,6.01
Bihar,Rabi,Loamy,6.02,106,26,74,1470,39.53,71,Tube Well,Moong,8.31,Bajra,5.58
Bihar,Kharif,Alluvial,6.88,108,57,27,1171,33.31,44,Sprinkler,Potato,2.39,Soybean,4.93
Bihar,Rabi,Sandy,5.63,32,90,41,592,38.21,55,Canal,Cotton,2.35,Sugarcane,4.6
Himachal Pradesh,Kharif,Sandy,6.98,57,92,80,960,35.79,47,Rainfed,Bajra,1.67,Masoor,5.16
Uttar Pradesh,Zaid,Red,7.6,108,71,118,1048,34.54,35,Tube Well,Arhar,5.89,Barley,5.85
Bihar,Rabi,Black,7.43,58,81,34,1044,29.85,67,Canal,Maize,1.75,Mustard,7.27
Chhattisgarh,Rabi,Loamy,8.06,72,76,140,1460,22.2,45,Canal,Groundnut,3.21,Bajra,5.27
Madhya Pradesh,Kharif,Sandy,6.62,118,19,140,898,20.12,88,Sprinkler,Gram,8.53,Gram,5.87
Punjab,Kharif,Sandy,7.89,71,98,136,486,16.55,87,Sprinkler,Groundnut,5.46,Mustard,6.27
Haryana,Rabi,Clay,7.37,133,58,29,699,32.51,83,Canal,Sugarcane,3.02,Bajra,5.56
Jammu and Kashmir,Zaid,Alluvial,7.16,36,33,67,308,38.34,37,Canal,Cotton,2.47,Maize,2.71
Himachal Pradesh,Zaid,Black,6.9,35,11,39,1070,38.06,79,Drip,Moong,4.28,Arhar,3.16
Uttar Pradesh,Zaid,Clay,7.98,32,52,103,860,11.36,46,Drip,Onion,5.35,Barley,4.45
Uttarakhand,Zaid,Clay,7.03,72,96,137,1125,26.53,81,Sprinkler,Jowar,9.32,Soybean,6.7
Uttar Pradesh,Zaid,Alluvial,8.49,63,84,107,1488,20.08,41,Tube Well,Maize,7.38,Groundnut,6.07
Chhattisgarh,Rabi,Sandy,6.34,31,74,116,1455,16.0,80,Drip,Wheat,7.63,Arhar,4.58
Haryana,Zaid,Loamy,5.88,36,41,94,623,37.87,35,Tube Well,Barley,3.98,Wheat,4.08
Jammu and Kashmir,Zaid,Alluvial,6.79,134,20,97,1016,19.97,31,Drip,Barley,6.84,Moong,5.06
Bihar,Rabi,Alluvial,8.3,36,15,37,1342,27.99,81,Tube Well,Rice,7.52,Arhar,2.39
Punjab,Rabi,Loamy,8.39,71,67,41,1176,31.19,84,Rainfed,Maize,4.64,Jowar,3.51
Madhya Pradesh,Kharif,Alluvial,7.88,118,65,37,1096,12.67,77,Canal,Soybean,8.43,Moong,6.1
Chhattisgarh,Kharif,Alluvial,5.69,130,25,85,671,20.24,74,Rainfed,Maize,4.74,Sugarcane,4.32
Uttarakhand,Zaid,Clay,7.0,137,82,35,1115,32.62,39,Canal,Sugarcane,2.18,Onion,5.9
Uttar Pradesh,Rabi,Clay,8.32,132,24,114,361,35.68,79,Canal,Masoor,9.01,Wheat,3.86
Jharkhand,Kharif,Red,8.23,106,57,121,328,23.2,31,Sprinkler,Maize,2.25,Groundnut,3.39
Jammu and Kashmir,Zaid,Alluvial,7.99,135,47,119,1147,32.02,54,Canal,Wheat,2.06,Gram,4.51
Chhattisgarh,Kharif,Clay,5.85,89,56,100,729,13.18,64,Sprinkler,Soybean,5.88,Mustard,5.24
Madhya Pradesh,Rabi,Sandy,6.7,108,61,70,391,13.13,74,Sprinkler,Masoor,1.22,Arhar,4.7
Bihar,Rabi,Black,6.58,121,78,82,951,33.51,69,Canal,Mustard,0.81,Moong,6.53
Rajasthan,Zaid,Red,5.81,109,86,132,1159,38.15,83,Tube Well,Sugarcane,4.52,Cotton,8.59
Himachal Pradesh,Kharif,Loamy,7.88,122,67,40,1056,30.76,84,Drip,Groundnut,2.57,Rice,5.55
Uttarakhand,Rabi,Black,5.91,98,90,31,877,36.88,45,Canal,Bajra,3.94,Maize,5.03
Uttarakhand,Rabi,Loamy,7.92,36,99,90,695,24.46,35,Canal,Pea,5.87,Pea,3.73
Punjab,Zaid,Black,7.23,46,22,69,205,30.38,87,Tube Well,Gram,7.0,Wheat,1.97
Rajasthan,Zaid,Clay,7.09,45,56,14,1185,22.23,35,Sprinkler,Maize,6.71,Maize,2.67
Himachal Pradesh,Rabi,Clay,8.28,32,16,137,755,13.49,48,Sprinkler,Onion,7.85,Moong,4.21
Madhya Pradesh,Zaid,Loamy,5.63,100,44,109,321,35.01,69,Tube Well,Moong,3.54,Sugarcane,4.62
Bihar,Kharif,Sandy,8.39,118,41,67,1351,29.74,77,Canal,Gram,2.56,Barley,5.51
Haryana,Rabi,Loamy,6.36,59,68,141,628,16.6,61,Rainfed,Mustard,8.85,Pea,3.03
